사고지역관리번호,사고년도,사고유형구분,위치코드,시도시군구명,사고지역위치명,발생건수,사상자수,사망자수,중상자수,경상자수,부상자수,위도,경도,사고다발지역폴리곤정보,데이터기준일자,UTM-K_위도변환,UTM-K_경도변환
2019034,2018,스쿨존어린이,11590001,서울특별시 동작구1,서울특별시 동작구 상도1동(서울강남초교 부근),1,1,1,0,0,0,37.50629062,126.9526501,"{type:Polygon,coordinates:[[[126.95534504,37.50629062],[126.95529326,37.50587354],[126.9551399,37.50547249],[126.95489086,37.50510287],[126.95455571,37.5047789],[126.95414732,37.50451303],[126.9536814,37.50431546],[126.95317585,37.5041938],[126.95265009,37.50415272],[126.95212433,37.5041938],[126.95161878,37.50431546],[126.95115286,37.50451303],[126.95074448,37.5047789],[126.95040933,37.50510287],[126.95016029,37.50547249],[126.95000693,37.50587354],[126.94995515,37.50629062],[126.95000693,37.50670769],[126.95016029,37.50710874],[126.95040933,37.50747834],[126.95074448,37.5078023],[126.95115286,37.50806817],[126.95161878,37.50826572],[126.95212433,37.50838737],[126.95265009,37.50842845],[126.95317585,37.50838737],[126.9536814,37.50826572],[126.95414732,37.50806817],[126.95455571,37.5078023],[126.95489086,37.50747834],[126.9551399,37.50710874],[126.95529326,37.50670769],[126.95534504,37.50629062]]]}",2019-10-10,545203.3543915148,195813.41520740406
2015049,2014,보행어린이,11590001,서울특별시 동작구1,서울특별시 동작구 상도동(건영약수맨션아파트 부근),5,7,0,2,4,1,37.49867008,126.9440248,"{type:Polygon,coordinates:[[[126.9456241,37.4999443],[126.9452813,37.5001684],[126.9448903,37.5003349],[126.944466,37.5004375],[126.9440248,37.5004721],[126.9435835,37.5004375],[126.9431592,37.5003349],[126.9427682,37.5001684],[126.9424254,37.4999443],[126.9421441,37.4996712],[126.9419351,37.4993597],[126.9418064,37.4990216],[126.941763,37.4986701],[126.9418065,37.4983185],[126.9419352,37.4979805],[126.9421442,37.4976689],[126.9424255,37.4973958],[126.9427682,37.4971718],[126.9431592,37.4970052],[126.9435835,37.4969027],[126.9440248,37.4968681],[126.944466,37.4969027],[126.9448903,37.4970052],[126.9452813,37.4971718],[126.945624,37.4973958],[126.9459053,37.4976689],[126.9461143,37.4979805],[126.946243,37.4983185],[126.9462865,37.4986701],[126.9462431,37.4990216],[126.9461144,37.4993597],[126.9459054,37.4996712],[126.9456241,37.4999443]]]}",2019-10-10,544357.9914525746,195050.280089831
2016152,2015,무단횡단,11590001,서울특별시 동작구1,서울특별시 동작구 상도동(교보증권 부근),9,9,0,7,1,1,37.50369854,126.9372955,"{type:Polygon,coordinates:[[[126.93999042,37.50369854],[126.93993864,37.50328144],[126.93978528,37.50288038],[126.93953624,37.50251075],[126.93920109,37.50218677],[126.93879271,37.50192088],[126.93832679,37.50172331],[126.93782123,37.50160165],[126.93729548,37.50156057],[126.93676972,37.50160165],[126.93626416,37.50172331],[126.93579824,37.50192088],[126.93538986,37.50218677],[126.93505471,37.50251075],[126.93480567,37.50288038],[126.93465231,37.50328144],[126.93460053,37.50369854],[126.93465231,37.50411563],[126.93480567,37.50451668],[126.93505471,37.5048863],[126.93538986,37.50521027],[126.93579824,37.50547615],[126.93626416,37.50567371],[126.93676972,37.50579536],[126.93729548,37.50583644],[126.93782123,37.50579536],[126.93832679,37.50567371],[126.93879271,37.50547615],[126.93920109,37.50521027],[126.93953624,37.5048863],[126.93978528,37.50451668],[126.93993864,37.50411563],[126.93999042,37.50369854]]]}",2019-10-10,544916.4606837587,194455.599940104
2016044,2015,보행어린이,11590001,서울특별시 동작구1,서울특별시 동작구 상도동(국민은행 부근),3,3,0,1,1,1,37.49913877,126.9281439,"{type:Polygon,coordinates:[[[126.92994055,37.49913877],[126.92990603,37.4988607],[126.92980379,37.4985933],[126.92963776,37.49834687],[126.92941433,37.49813087],[126.92914207,37.4979536],[126.92883146,37.49782188],[126.92849442,37.49774077],[126.92814392,37.49771338],[126.92779341,37.49774077],[126.92745638,37.49782188],[126.92714576,37.4979536],[126.92687351,37.49813087],[126.92665007,37.49834687],[126.92648405,37.4985933],[126.92638181,37.4988607],[126.92634729,37.49913877],[126.92638181,37.49941685],[126.92648405,37.49968424],[126.92665007,37.49993067],[126.92687351,37.50014666],[126.92714576,37.50032392],[126.92745638,37.50045564],[126.92779341,37.50053675],[126.92814392,37.50056414],[126.92849442,37.50053675],[126.92883146,37.50045564],[126.92914207,37.50032392],[126.92941433,37.50014666],[126.92963776,37.49993067],[126.92980379,37.49968424],[126.92990603,37.49941685],[126.92994055,37.49913877]]]}",2019-10-10,544410.9635956187,193646.01903223683
2017029,2016,보행노인,11590001,서울특별시 동작구1,서울특별시 동작구 상도동(덕신빌딩 부근),8,10,1,2,7,0,37.50476703,126.93734620000001,"{type:Polygon,coordinates:[[[126.93914278,37.50476703],[126.93910826,37.50448897],[126.93900602,37.5042216],[126.93884,37.50397519],[126.93861656,37.5037592],[126.93834431,37.50358195],[126.93803369,37.50345024],[126.93769666,37.50336913],[126.93734615,37.50334174],[126.93699565,37.50336913],[126.93665861,37.50345024],[126.936348,37.50358195],[126.93607574,37.5037592],[126.93585231,37.50397519],[126.93568628,37.5042216],[126.93558405,37.50448897],[126.93554952,37.50476703],[126.93558405,37.50504509],[126.93568628,37.50531246],[126.93585231,37.50555886],[126.93607574,37.50577484],[126.936348,37.50595209],[126.93665861,37.5060838],[126.93699565,37.5061649],[126.93734615,37.50619229],[126.93769666,37.5061649],[126.93803369,37.5060838],[126.93834431,37.50595209],[126.93861656,37.50577484],[126.93884,37.50555886],[126.93900602,37.50531246],[126.93910826,37.50504509],[126.93914278,37.50476703]]]}",2019-10-10,545035.0463406575,194460.1618405741
2018029,2017,보행노인,11590001,서울특별시 동작구1,서울특별시 동작구 상도동(상도3동주민센터 부근),8,8,0,3,5,0,37.4995045,126.9314768,"{type:Polygon,coordinates:[[[126.93327344,37.4995045],[126.93323892,37.49922642],[126.93313668,37.49895903],[126.93297066,37.4987126],[126.93274722,37.4984966],[126.93247497,37.49831933],[126.93216435,37.49818761],[126.93182732,37.4981065],[126.93147681,37.49807911],[126.93112631,37.4981065],[126.93078927,37.49818761],[126.93047866,37.49831933],[126.9302064,37.4984966],[126.92998297,37.4987126],[126.92981694,37.49895903],[126.92971471,37.49922642],[126.92968018,37.4995045],[126.92971471,37.49978257],[126.92981694,37.50004996],[126.92998297,37.50029639],[126.9302064,37.50051238],[126.93047866,37.50068964],[126.93078927,37.50082136],[126.93112631,37.50090247],[126.93147681,37.50092986],[126.93182732,37.50090247],[126.93216435,37.50082136],[126.93247497,37.50068964],[126.93274722,37.50051238],[126.93297066,37.50029639],[126.93313668,37.50004996],[126.93323892,37.49978257],[126.93327344,37.4995045]]]}",2019-10-10,544451.3351045917,193940.76518978763
2013097,2012,보행어린이,11590001,서울특별시 동작구1,서울특별시 동작구 상도동(상도동다빈모1프라자 부근),3,3,0,1,2,0,37.49894481,126.9351841,"{type:Polygon,coordinates:[[[126.9367834,37.500219],[126.9364407,37.5004431],[126.9360497,37.5006097],[126.9356254,37.5007122],[126.9351841,37.5007468],[126.9347428,37.5007122],[126.9343185,37.5006097],[126.9339275,37.5004431],[126.9335848,37.500219],[126.9333035,37.4999459],[126.9330945,37.4996344],[126.9329658,37.4992963],[126.9329223,37.4989448],[126.9329658,37.4985932],[126.9330945,37.4982552],[126.9333035,37.4979437],[126.9335848,37.4976706],[126.9339276,37.4974465],[126.9343186,37.49728],[126.9347429,37.4971774],[126.9351841,37.4971428],[126.9356253,37.4971774],[126.9360496,37.49728],[126.9364406,37.4974465],[126.9367834,37.4976706],[126.9370647,37.4979437],[126.9372737,37.4982552],[126.9374024,37.4985932],[126.9374459,37.4989448],[126.9374024,37.4992963],[126.9372737,37.4996344],[126.9370647,37.4999459],[126.9367834,37.500219]]]}",2019-10-10,544388.9845554571,194268.54428530484
2015042,2014,스쿨존어린이,11590001,서울특별시 동작구1,서울특별시 동작구 상도동(신상도초교 부근),2,2,0,1,1,0,37.49888658,126.9439187,"{type:Polygon,coordinates:[[[126.9463177,37.5007979],[126.9459129,37.5010733],[126.945459,37.501295],[126.9449671,37.5014573],[126.9444494,37.5015563],[126.9439187,37.5015896],[126.9433879,37.5015563],[126.9428703,37.5014573],[126.9423784,37.501295],[126.9419245,37.5010733],[126.9415197,37.5007979],[126.9411739,37.5004753],[126.9408958,37.5001137],[126.9406921,37.4997218],[126.9405678,37.4993094],[126.940526,37.4988865],[126.9405678,37.4984637],[126.9406921,37.4980513],[126.9408959,37.4976594],[126.941174,37.4972977],[126.9415198,37.4969752],[126.9419246,37.4966998],[126.9423785,37.4964782],[126.9428703,37.4963158],[126.943388,37.4962168],[126.9439187,37.4961836],[126.9444494,37.4962168],[126.944967,37.4963158],[126.9454589,37.4964782],[126.9459128,37.4966998],[126.9463176,37.4969752],[126.9466633,37.4972977],[126.9469415,37.4976594],[126.9471452,37.4980513],[126.9472695,37.4984637],[126.9473113,37.4988865],[126.9472696,37.4993094],[126.9471453,37.4997218],[126.9469416,37.5001137],[126.9466634,37.5004753],[126.9463177,37.5007979]]]}",2019-10-10,544382.0257290032,195040.91229992974
2015048,2014,보행노인,11590001,서울특별시 동작구1,서울특별시 동작구 상도동(장승빌딩 부근),8,9,1,4,4,0,37.50549389,126.9389476,"{type:Polygon,coordinates:[[[126.9405471,37.5067681],[126.9402043,37.5069922],[126.9398133,37.5071587],[126.9393889,37.5072613],[126.9389476,37.5072959],[126.9385063,37.5072613],[126.938082,37.5071587],[126.9376909,37.5069922],[126.9373482,37.5067681],[126.9370669,37.506495],[126.9368578,37.5061835],[126.9367291,37.5058454],[126.9366857,37.5054939],[126.9367292,37.5051423],[126.9368579,37.5048043],[126.9370669,37.5044927],[126.9373482,37.5042197],[126.937691,37.5039956],[126.938082,37.503829],[126.9385064,37.5037265],[126.9389476,37.5036919],[126.9393889,37.5037265],[126.9398132,37.503829],[126.9402043,37.5039956],[126.9405471,37.5042197],[126.9408284,37.5044927],[126.9410374,37.5048043],[126.9411661,37.5051423],[126.9412096,37.5054939],[126.9411661,37.5058454],[126.9410374,37.5061835],[126.9408284,37.506495],[126.9405471,37.5067681]]]}",2019-10-10,545115.625396174,194601.80970190882
2017050,2016,자전거,11590001,서울특별시 동작구1,서울특별시 동작구 신대방동(대림사거리 부근),7,7,0,2,4,1,37.48891522,126.90619950000001,"{type:Polygon,coordinates:[[[126.90799614,37.48891522],[126.90796162,37.4886371],[126.90785938,37.48836967],[126.90769336,37.48812321],[126.90746992,37.48790718],[126.90719767,37.48772989],[126.90688705,37.48759815],[126.90655002,37.48751703],[126.90619951,37.48748963],[126.90584901,37.48751703],[126.90551197,37.48759815],[126.90520136,37.48772989],[126.9049291,37.48790718],[126.90470567,37.48812321],[126.90453964,37.48836967],[126.9044374,37.4886371],[126.90440288,37.48891522],[126.9044374,37.48919334],[126.90453964,37.48946076],[126.90470567,37.48970722],[126.9049291,37.48992325],[126.90520136,37.49010053],[126.90551197,37.49023227],[126.90584901,37.49031339],[126.90619951,37.49034078],[126.90655002,37.49031339],[126.90688705,37.49023227],[126.90719767,37.49010053],[126.90746992,37.48992325],[126.90769336,37.48970722],[126.90785938,37.48946076],[126.90796162,37.48919334],[126.90799614,37.48891522]]]}",2019-10-10,543277.9904871712,191704.42220317794
2018032,2017,자전거,11590001,서울특별시 동작구1,서울특별시 동작구 신대방동(대방천사거리 부근),7,7,0,3,4,0,37.49844036,126.92004879999999,"{type:Polygon,coordinates:[[[126.92184538,37.49844036],[126.92181086,37.49816228],[126.92170862,37.49789489],[126.92154259,37.49764846],[126.92131916,37.49743245],[126.9210469,37.49725518],[126.92073629,37.49712346],[126.92039925,37.49704235],[126.92004875,37.49701496],[126.91969824,37.49704235],[126.91936121,37.49712346],[126.91905059,37.49725518],[126.91877834,37.49743245],[126.9185549,37.49764846],[126.91838888,37.49789489],[126.91828664,37.49816228],[126.91825212,37.49844036],[126.91828664,37.49871844],[126.91838888,37.49898584],[126.9185549,37.49923227],[126.91877834,37.49944826],[126.91905059,37.49962553],[126.91936121,37.49975724],[126.91969824,37.49983836],[126.92004875,37.49986574],[126.92039925,37.49983836],[126.92073629,37.49975724],[126.9210469,37.49962553],[126.92131916,37.49944826],[126.92154259,37.49923227],[126.92170862,37.49898584],[126.92181086,37.49871844],[126.92184538,37.49844036]]]}",2019-10-10,544334.0264114152,192930.1319890872
2013099,2012,자전거,11590001,서울특별시 동작구1,서울특별시 동작구 신대방동(보라매공원입구_대방로_진출_1 부근),6,6,0,3,2,1,37.49754653,126.9183929,"{type:Polygon,coordinates:[[[126.9199922,37.4988207],[126.9196495,37.4990448],[126.9192584,37.4992114],[126.9188341,37.4993139],[126.9183929,37.4993485],[126.9179516,37.4993139],[126.9175274,37.4992114],[126.9171363,37.4990448],[126.9167936,37.4988207],[126.9165123,37.4985477],[126.9163033,37.4982361],[126.9161746,37.4978981],[126.9161312,37.4975465],[126.9161746,37.497195],[126.9163034,37.4968569],[126.9165124,37.4965454],[126.9167936,37.4962723],[126.9171364,37.4960482],[126.9175274,37.4958817],[126.9179517,37.4957791],[126.9183929,37.4957445],[126.9188341,37.4957791],[126.9192584,37.4958817],[126.9196494,37.4960482],[126.9199921,37.4962723],[126.9202734,37.4965454],[126.9204824,37.4968569],[126.9206111,37.497195],[126.9206546,37.4975465],[126.9206112,37.4978981],[126.9204825,37.4982361],[126.9202735,37.4985477],[126.9199922,37.4988207]]]}",2019-10-10,544234.9485451123,192783.61920044362
2019036,2018,보행노인,11590001,서울특별시 동작구1,서울특별시 동작구 신대방동(해태보라매타워 부근),5,5,0,3,2,0,37.49184016,126.9242081,"{type:Polygon,coordinates:[[[126.92600471,37.49184016],[126.92597019,37.49156205],[126.92586795,37.49129464],[126.92570193,37.49104818],[126.92547849,37.49083216],[126.92520624,37.49065487],[126.92489562,37.49052314],[126.92455859,37.49044202],[126.92420808,37.49041463],[126.92385758,37.49044202],[126.92352054,37.49052314],[126.92320993,37.49065487],[126.92293767,37.49083216],[126.92271424,37.49104818],[126.92254821,37.49129464],[126.92244598,37.49156205],[126.92241145,37.49184016],[126.92244598,37.49211826],[126.92254821,37.49238568],[126.92271424,37.49263213],[126.92293767,37.49284815],[126.92320993,37.49302543],[126.92352054,37.49315716],[126.92385758,37.49323827],[126.92420808,37.49326566],[126.92455859,37.49323827],[126.92489562,37.49315716],[126.92520624,37.49302543],[126.92547849,37.49284815],[126.92570193,37.49263213],[126.92586795,37.49238568],[126.92597019,37.49211826],[126.92600471,37.49184016]]]}",2019-10-10,543601.1859129197,193297.33784488993
2014095,2013,스쿨존어린이,11590001,서울특별시 동작구1,서울특별시 동작구 흑석동(은로초교 부근),2,2,0,0,2,0,37.50373294,126.9607857,"{type:Polygon,coordinates:[[[126.9631849,37.5056442],[126.9627801,37.5059197],[126.9623261,37.5061413],[126.9618342,37.5063037],[126.9613165,37.5064027],[126.9607857,37.506436],[126.960255,37.5064027],[126.9597372,37.5063037],[126.9592454,37.5061413],[126.9587914,37.5059197],[126.9583866,37.5056442],[126.9580408,37.5053217],[126.9577626,37.50496],[126.9575589,37.5045682],[126.9574346,37.5041557],[126.9573929,37.5037329],[126.9574347,37.5033101],[126.957559,37.5028976],[126.9577627,37.5025058],[126.9580409,37.5021441],[126.9583867,37.5018216],[126.9587915,37.5015461],[126.9592455,37.5013245],[126.9597373,37.5011622],[126.960255,37.5010632],[126.9607857,37.5010299],[126.9613165,37.5010632],[126.9618341,37.5011622],[126.962326,37.5013245],[126.9627799,37.5015461],[126.9631848,37.5018216],[126.9635306,37.5021441],[126.9638087,37.5025058],[126.9640125,37.5028976],[126.9641368,37.5033101],[126.9641786,37.5037329],[126.9641368,37.5041557],[126.9640126,37.5045682],[126.9638088,37.50496],[126.9635307,37.5053217],[126.9631849,37.5056442]]]}",2019-10-10,544919.1539628645,196532.6306627653
2017026,2016,스쿨존어린이,11590001,서울특별시 동작구1,서울특별시 동작구 흑석동(중대부속초교 부근),3,3,0,2,1,0,37.50688296,126.96166459999999,"{type:Polygon,coordinates:[[[126.96435952,37.50688296],[126.96430774,37.50646589],[126.96415438,37.50606484],[126.96390534,37.50569523],[126.96357019,37.50537126],[126.96316181,37.50510539],[126.96269589,37.50490782],[126.96219033,37.50478617],[126.96166458,37.50474509],[126.96113882,37.50478617],[126.96063327,37.50490782],[126.96016734,37.50510539],[126.95975896,37.50537126],[126.95942381,37.50569523],[126.95917477,37.50606484],[126.95902141,37.50646589],[126.95896963,37.50688296],[126.95902141,37.50730004],[126.95917477,37.50770108],[126.95942381,37.50807068],[126.95975896,37.50839463],[126.96016734,37.5086605],[126.96063327,37.50885805],[126.96113882,37.5089797],[126.96166458,37.50902078],[126.96219033,37.5089797],[126.96269589,37.50885805],[126.96316181,37.5086605],[126.96357019,37.50839463],[126.96390534,37.50807068],[126.96415438,37.50770108],[126.96430774,37.50730004],[126.96435952,37.50688296]]]}",2019-10-10,545268.7336648258,196610.48633858495
2014110,2013,보행어린이,11590001,서울특별시 동작구1,서울특별시 동작구 흑석동(중앙대부속중학교 부근),3,3,0,0,2,1,37.50410513,126.960819,"{type:Polygon,coordinates:[[[126.9624184,37.5053793],[126.9620757,37.5056034],[126.9616846,37.50577],[126.9612603,37.5058725],[126.960819,37.5059071],[126.9603777,37.5058725],[126.9599534,37.50577],[126.9595623,37.5056034],[126.9592195,37.5053793],[126.9589382,37.5051063],[126.9587292,37.5047947],[126.9586005,37.5044567],[126.9585571,37.5041051],[126.9586005,37.5037536],[126.9587293,37.5034155],[126.9589383,37.503104],[126.9592196,37.5028309],[126.9595624,37.5026068],[126.9599534,37.5024403],[126.9603777,37.5023377],[126.960819,37.5023031],[126.9612602,37.5023377],[126.9616846,37.5024403],[126.9620756,37.5026068],[126.9624184,37.5028309],[126.9626997,37.503104],[126.9629087,37.5034155],[126.9630374,37.5037536],[126.9630809,37.5041051],[126.9630374,37.5044567],[126.9629087,37.5047947],[126.9626997,37.5051063],[126.9624184,37.5053793]]]}",2019-10-10,544960.461031701,196535.59228156845
2017027,2016,보행어린이,11590001,서울특별시 동작구1,서울특별시 동작구 흑석동(중앙대학교병원 부근),5,6,0,3,3,0,37.50694996,126.9619428,"{type:Polygon,coordinates:[[[126.96373946,37.50694996],[126.96370494,37.50667191],[126.9636027,37.50640454],[126.96343667,37.50615814],[126.96321324,37.50594216],[126.96294098,37.50576491],[126.96263037,37.50563321],[126.96229333,37.5055521],[126.96194283,37.50552471],[126.96159232,37.5055521],[126.96125529,37.50563321],[126.96094467,37.50576491],[126.96067242,37.50594216],[126.96044898,37.50615814],[126.96028296,37.50640454],[126.96018072,37.50667191],[126.9601462,37.50694996],[126.96018072,37.50722801],[126.96028296,37.50749537],[126.96044898,37.50774177],[126.96067242,37.50795774],[126.96094467,37.50813498],[126.96125529,37.50826669],[126.96159232,37.50834779],[126.96194283,37.50837518],[126.96229333,37.50834779],[126.96263037,37.50826669],[126.96294098,37.50813498],[126.96321324,37.50795774],[126.96343667,37.50774177],[126.9636027,37.50749537],[126.96370494,37.50722801],[126.96373946,37.50694996]]]}",2019-10-10,545276.159821357,196635.08704767274
2015049,2014,보행어린이,11590002,서울특별시 동작구2,서울특별시 동작구 대방동(남부교회 부근),3,3,0,0,2,1,37.50876093,126.93170500000001,"{type:Polygon,coordinates:[[[126.9333045,37.5100351],[126.9329618,37.5102592],[126.9325707,37.5104258],[126.9321463,37.5105283],[126.931705,37.5105629],[126.9312637,37.5105283],[126.9308393,37.5104258],[126.9304482,37.5102592],[126.9301055,37.5100351],[126.9298241,37.5097621],[126.9296151,37.5094505],[126.9294864,37.5091125],[126.9294429,37.5087609],[126.9294864,37.5084094],[126.9296151,37.5080713],[126.9298242,37.5077598],[126.9301055,37.5074867],[126.9304483,37.5072626],[126.9308394,37.5070961],[126.9312637,37.5069935],[126.931705,37.5069589],[126.9321463,37.5069935],[126.9325706,37.5070961],[126.9329617,37.5072626],[126.9333045,37.5074867],[126.9335858,37.5077598],[126.9337948,37.5080713],[126.9339236,37.5084094],[126.9339671,37.5087609],[126.9339236,37.5091125],[126.9337949,37.5094505],[126.9335859,37.5097621],[126.9333045,37.5100351]]]}",2019-10-10,545478.6650858326,193961.68955263353
2017027,2016,보행어린이,11590002,서울특별시 동작구2,서울특별시 동작구 대방동(성남고 부근),3,4,0,1,3,0,37.50493414,126.92507890000002,"{type:Polygon,coordinates:[[[126.92687552,37.50493414],[126.926841,37.50465609],[126.92673876,37.50438871],[126.92657274,37.5041423],[126.9263493,37.50392632],[126.92607705,37.50374907],[126.92576643,37.50361736],[126.9254294,37.50353625],[126.92507889,37.50350886],[126.92472839,37.50353625],[126.92439135,37.50361736],[126.92408074,37.50374907],[126.92380848,37.50392632],[126.92358505,37.5041423],[126.92341902,37.50438871],[126.92331679,37.50465609],[126.92328226,37.50493414],[126.92331679,37.5052122],[126.92341902,37.50547957],[126.92358505,37.50572598],[126.92380848,37.50594195],[126.92408074,37.5061192],[126.92439135,37.50625091],[126.92472839,37.50633201],[126.92507889,37.5063594],[126.9254294,37.50633201],[126.92576643,37.50625091],[126.92607705,37.5061192],[126.9263493,37.50594195],[126.92657274,37.50572598],[126.92673876,37.50547957],[126.926841,37.5052122],[126.92687552,37.50493414]]]}",2019-10-10,545054.3862331142,193375.503913622
2016152,2015,무단횡단,11590002,서울특별시 동작구2,서울특별시 동작구 대방동(신대방삼거리역 부근),7,9,0,4,5,0,37.49974003,126.92822079999999,"{type:Polygon,coordinates:[[[126.93091575,37.49974003],[126.93086397,37.49932292],[126.93071061,37.49892183],[126.93046157,37.49855219],[126.93012642,37.49822819],[126.92971804,37.49796229],[126.92925212,37.49776471],[126.92874656,37.49764303],[126.92822081,37.49760195],[126.92769505,37.49764303],[126.92718949,37.49776471],[126.92672357,37.49796229],[126.92631519,37.49822819],[126.92598004,37.49855219],[126.925731,37.49892183],[126.92557764,37.49932292],[126.92552586,37.49974003],[126.92557764,37.50015715],[126.925731,37.50055823],[126.92598004,37.50092786],[126.92631519,37.50125185],[126.92672357,37.50151774],[126.92718949,37.50171531],[126.92769505,37.50183697],[126.92822081,37.50187805],[126.92874656,37.50183697],[126.92925212,37.50171531],[126.92971804,37.50151774],[126.93012642,37.50125185],[126.93046157,37.50092786],[126.93071061,37.50055823],[126.93086397,37.50015715],[126.93091575,37.49974003]]]}",2019-10-10,544477.6904800083,193652.8699207237
2019036,2018,보행노인,11590002,서울특별시 동작구2,서울특별시 동작구 대방동(신대방삼거리역2번출구 부근),5,5,0,2,3,0,37.49895938,126.928096,"{type:Polygon,coordinates:[[[126.92989258,37.49895938],[126.92985806,37.4986813],[126.92975582,37.49841391],[126.92958979,37.49816748],[126.92936636,37.49795148],[126.9290941,37.49777421],[126.92878349,37.49764249],[126.92844645,37.49756137],[126.92809595,37.49753399],[126.92774544,37.49756137],[126.92740841,37.49764249],[126.92709779,37.49777421],[126.92682554,37.49795148],[126.9266021,37.49816748],[126.92643608,37.49841391],[126.92633384,37.4986813],[126.92629932,37.49895938],[126.92633384,37.49923746],[126.92643608,37.49950485],[126.9266021,37.49975128],[126.92682554,37.49996727],[126.92709779,37.50014453],[126.92740841,37.50027625],[126.92774544,37.50035736],[126.92809595,37.50038475],[126.92844645,37.50035736],[126.92878349,37.50027625],[126.9290941,37.50014453],[126.92936636,37.49996727],[126.92958979,37.49975128],[126.92975582,37.49950485],[126.92985806,37.49923746],[126.92989258,37.49895938]]]}",2019-10-10,544391.0568649727,193641.7681936046
2018029,2017,보행노인,11590002,서울특별시 동작구2,서울특별시 동작구 대방동(신대방삼거리역교차로 부근),6,6,0,2,3,1,37.49888489,126.9279325,"{type:Polygon,coordinates:[[[126.92972911,37.49888489],[126.92969458,37.49860681],[126.92959235,37.49833941],[126.92942632,37.49809298],[126.92920289,37.49787698],[126.92893063,37.49769971],[126.92862002,37.49756799],[126.92828298,37.49748688],[126.92793248,37.49745949],[126.92758197,37.49748688],[126.92724494,37.49756799],[126.92693432,37.49769971],[126.92666207,37.49787698],[126.92643863,37.49809298],[126.92627261,37.49833941],[126.92617037,37.49860681],[126.92613585,37.49888489],[126.92617037,37.49916296],[126.92627261,37.49943036],[126.92643863,37.49967678],[126.92666207,37.49989278],[126.92693432,37.50007004],[126.92724494,37.50020176],[126.92758197,37.50028287],[126.92793248,37.50031026],[126.92828298,37.50028287],[126.92862002,37.50020176],[126.92893063,37.50007004],[126.92920289,37.49989278],[126.92942632,37.49967678],[126.92959235,37.49943036],[126.92969458,37.49916296],[126.92972911,37.49888489]]]}",2019-10-10,544382.8004980392,193627.30409957792
2015046,2014,자전거,11590002,서울특별시 동작구2,서울특별시 동작구 대방동(신대방타워 부근),7,8,0,1,5,2,37.49977983,126.9260335,"{type:Polygon,coordinates:[[[126.9276328,37.501054],[126.9272901,37.5012781],[126.926899,37.5014447],[126.9264747,37.5015472],[126.9260335,37.5015818],[126.9255922,37.5015472],[126.9251679,37.5014447],[126.9247768,37.5012781],[126.9244341,37.501054],[126.9241528,37.500781],[126.9239438,37.5004694],[126.9238151,37.5001314],[126.9237717,37.4997798],[126.9238151,37.4994283],[126.9239439,37.4990902],[126.9241529,37.4987787],[126.9244342,37.4985056],[126.9247769,37.4982815],[126.9251679,37.498115],[126.9255922,37.4980124],[126.9260335,37.4979778],[126.9264747,37.4980124],[126.926899,37.498115],[126.92729,37.4982815],[126.9276328,37.4985056],[126.927914,37.4987787],[126.9281231,37.4990902],[126.9282518,37.4994283],[126.9282952,37.4997798],[126.9282518,37.5001314],[126.9281231,37.5004694],[126.9279141,37.500781],[126.9276328,37.501054]]]}",2019-10-10,544482.257517711,193459.45970675818
2015042,2014,스쿨존어린이,11590002,서울특별시 동작구2,서울특별시 동작구 대방동(영화초교 부근),2,2,0,0,1,1,37.50893459,126.9321108,"{type:Polygon,coordinates:[[[126.9345102,37.5108459],[126.9341053,37.5111214],[126.9336513,37.511343],[126.9331594,37.5115053],[126.9326416,37.5116043],[126.9321108,37.5116376],[126.93158,37.5116043],[126.9310623,37.5115053],[126.9305703,37.511343],[126.9301163,37.5111214],[126.9297115,37.5108459],[126.9293657,37.5105233],[126.9290875,37.5101617],[126.9288838,37.5097698],[126.9287595,37.5093574],[126.9287177,37.5089345],[126.9287595,37.5085117],[126.9288838,37.5080993],[126.9290876,37.5077074],[126.9293658,37.5073458],[126.9297116,37.5070232],[126.9301165,37.5067478],[126.9305704,37.5065262],[126.9310623,37.5063639],[126.93158,37.5062648],[126.9321108,37.5062316],[126.9326416,37.5062648],[126.9331593,37.5063639],[126.9336512,37.5065262],[126.9341052,37.5067478],[126.93451,37.5070232],[126.9348558,37.5073458],[126.935134,37.5077074],[126.9353378,37.5080993],[126.9354621,37.5085117],[126.9355039,37.5089345],[126.9354622,37.5093574],[126.9353379,37.5097698],[126.9351341,37.5101617],[126.9348559,37.5105233],[126.9345102,37.5108459]]]}",2019-10-10,545497.9131646059,193997.58231716495
