표준ID,ARS-ID,정류장명,위도,경도,비고,UTM-K_위도변환,UTM-K_경도변환
104000095,5188,자양동잠실대교북단,37.53295532,127.0848057,,548165.1266,207495.6855
104000096,5189,신자초등학교앞,37.53036949,127.0750133,,547877.3959,206630.3975
104000097,5190,자양미소약국.자양골목시장,37.53270034,127.0768713,,548136.2241,206794.414
104000098,5191,국민은행자양지점앞,37.53153084,127.0807387,,548006.7105,207136.3529
104000291,5192,동서울우편집중국앞,37.53528224,127.0844078,,548423.3544,207460.2846
104000100,5193,자양아파트앞,37.53197322,127.0846733,,548056.115,207484.0812
104000101,5194,자양동잠실대교북단,37.53212015,127.0858514,,548072.5168,207588.1959
104000106,5199,구의역3번출구,37.53751863,127.0882894,,548671.8814,207803.1224
104000107,5200,국민은행신자양지점,37.53557191,127.0668747,,548454.2578,205910.619
104000108,5201,신양초등학교앞,37.53491182,127.0692877,,548381.1503,206123.9424
104000109,5202,신양초등학교앞,37.53523371,127.0689474,,548416.8541,206093.839
104000110,5203,뚝도변전소앞,37.53607709,127.0690251,,548510.4639,206100.6378
104000111,5204,건대역,37.53856525,127.0701692,,548786.6941,206201.5506
104000112,5205,건국대학교앞,37.53844611,127.0748754,,548773.7918,206617.4949
104000116,5209,신자초등학교앞,37.530768,127.074922,,547921.6192,206622.2923
104000117,5210,자양우성아파트앞,37.53368647,127.0735185,,548245.4355,206497.9849
104000118,5211,자양우성아파트앞,37.53394696,127.0734067,,548274.3389,206488.0808
104000119,5212,자양고교앞,37.53457909,127.0711714,,548344.3457,206290.4598
104000120,5213,자양고교앞,37.53431586,127.0713601,,548315.1431,206307.1602
104000121,5214,대동아파트앞,37.536419,127.068967,,548548.408,206095.4749
104000122,5215,국민은행신자양지점,37.53566357,127.0673127,,548464.4586,205949.3237
104000123,5216,노룬산시장,37.53950299,127.0626913,,548890.3049,205540.5847
104000124,5217,건대입구역,37.54082688,127.0672789,,549037.5208,205945.9264
104000125,5218,건대역,37.539081,127.070158,,548843.9353,206200.518
104000126,5219,노룬산시장앞,37.53680587,127.0629447,,548590.9725,205563.1802
104000127,5220,영동대교북단,37.53656802,127.0611623,,548564.4701,205405.6653
104000128,5221,노룬산시장앞,37.53660675,127.0628993,,548568.87,205559.1825
104000129,5222,신양초등학교앞,37.533802,127.067918,,548257.8857,206002.9714
104000130,5223,자양4동주민센터앞,37.533632,127.067497,,548238.991,205965.7746
104000131,5224,성수사거리,37.54315851,127.0647766,,549296.1481,205724.6016
104000132,5225,화양사거리,37.54691039,127.0668973,,549712.6926,205911.7212
104000133,5226,화양리,37.54777836,127.0711523,,549809.3029,206287.6631
104000134,5227,어린이대공원역.화양천주교회,37.54662164,127.0736285,,549681.0894,206506.5832
104000135,5228,서울화양초등학교,37.543765,127.072222,,549363.9404,206382.5337
104000136,5229,건대입구역사거리.건대병원,37.541375,127.071108,,549098.6044,206284.2859
104000137,5230,건대입구역,37.54089575,127.0681673,,549045.221,206024.4352
104000138,5231,어린이대공원역3번출구,37.54669541,127.0752458,,549689.3901,206649.4982
104000139,5232,건대입구역사거리.건대병원,37.54095968,127.0713121,,549052.5226,206302.3585
104000290,5233,어린이회관,37.54526185,127.0792517,,549530.5731,207003.6352
104000141,5234,어린이대공원역.화양천주교회,37.54590439,127.0735882,,549601.4805,206503.0842
104000142,5235,송정동서울숲아이파크,37.55170446,127.0695975,,550244.95,206149.9443
104000143,5236,송정동건영아파트,37.55459689,127.0712504,,550566.0846,206295.7586
104000144,5237,군자교남단,37.55741097,127.0727879,,550878.5181,206431.3718
104000145,5238,KEB.하나은행.군자동.지점,37.55770855,127.0767091,,550911.8215,206777.8132
104000146,5239,KEB.하나은행.군자동.지점,37.55715628,127.0765591,,550850.5153,206764.6095
104000147,5240,세진약국앞,37.55616091,127.0760329,,550740.0033,206718.2048
104000148,5241,군자삼거리,37.55497555,127.0752869,,550608.3893,206652.3943
104000149,5242,군자삼거리,37.55464662,127.0753228,,550571.8846,206655.5957
104000150,5243,세종초등학교.세종사이버대학교앞,37.55342605,127.0732402,,550436.2704,206471.6806
104000151,5244,세종초교앞,37.55377054,127.0742546,,550474.575,206561.2853
104000152,5245,군자새마을금고.성동광진위센터,37.55185121,127.0713225,,550261.3517,206302.3606
104000153,5246,군자새마을금고앞,37.55135665,127.0710878,,550206.4458,206281.663
104000154,5247,화양시장앞,37.54869231,127.0707548,,549910.7138,206252.4601
104000155,5248,장안초등학교,37.54876135,127.0705212,,549918.3609,206231.8116
104000293,5249,화양사거리,37.5483289,127.0686842,,549870.244,206069.5147
104000157,5250,화양리,37.54801522,127.0713619,,549835.6055,206306.1653
104000158,5251,어린이대공원앞.세종대학교,37.549752,127.07544,,550028.6486,206666.3875
104000159,5252,능동교회앞,37.55287399,127.0769927,,550375.2633,206803.3108
104000160,5253,능동사거리.군자역,37.556322,127.07882,,550758.0852,206964.4558
104000161,5254,군자역먹자골목사거리,37.55607882,127.0775461,,550731.0015,206851.9175
104000162,5255,군자동주민센터앞,37.5548993,127.0761527,,550599.9881,206728.9037
104000165,5258,어린이대공원후문,37.55086668,127.0905076,,550153.5398,207997.7435
104000167,5260,중곡동입구,37.55479896,127.0882622,,550589.7873,207798.9179
104000168,5261,제일은행사거리,37.53355053,127.0747506,,548230.4337,206606.897
104000169,5262,동곡삼거리,37.5635548,127.0781448,,551560.7908,206904.1283
104000170,5263,건대입구역사거리,37.54210848,127.0714728,,549180.0362,206316.4638
104000269,5265,광진청소년수련관,37.54595149,127.1053745,,549609.3814,209312.0754
104000280,5266,강변역B,37.53597462,127.0935346,,548500.9633,208266.8699
104000069,5267,테크노마트앞.강변역,37.53683024,127.0940652,,548595.9734,208313.671
104000275,5268,중곡동성당,37.56296431,127.0825248,,551495.5841,207291.1609
104000274,5269,국립서울병원앞,37.56452709,127.0833948,,551669.1022,207367.8725
104000273,5270,중곡역,37.5662295,127.084325,,551858.1231,207449.8855
104000272,5271,용곡삼거리,37.5685783,127.0855998,,552118.9144,207562.2732
104900124,5500,중곡4동경로당입구앞,37.55913062,127.0939631,,551071.0385,208302.1735
104900085,5501,중곡아파트.종점,37.56637898,127.0779156,,551874.2249,206883.6185
104900060,5502,용암사입구,37.56751496,127.0861173,,552000.9378,207608.0997
104900059,5503,긴고랑종점,37.56219447,127.0960429,,551411.2755,208485.5882
104900058,5504,정보도서관,37.55024867,127.1104622,,550086.8329,209761.1215
104900123,5505,강원설비앞,37.55900294,127.0901359,,551056.5364,207964.0322
104900122,5506,강원설비앞,37.55884901,127.0899354,,551039.435,207946.3332
104900087,5507,대원외고앞,37.56399397,127.0866985,,551610.1963,207659.8068
104900089,5508,중앙상회앞,37.560159,127.0947975,,551185.2506,208375.7824
104900057,5509,한강호텔입구,37.54845463,127.1094523,,549887.6115,209672.1123
104900121,5510,중곡4동경로당입구앞,37.55919254,127.0942812,,551077.9391,208330.2725
104900128,5511,중곡아파트.기점,37.56699581,127.0782268,,551942.7086,206911.0552
104900056,5512,구.새마을금고앞,37.56144173,127.0871709,,551326.9662,207701.806
104900055,5513,대명슈퍼앞,37.558916,127.0930312,,551047.1363,208219.8584
104900054,5514,광나루현대아파트,37.54672174,127.107587,,549695.0913,209507.499
104000294,5515,긴고랑주차장,37.56096064,127.0956309,,551274.2978,208449.3265
104900053,5517,신성시장입구,37.55852697,127.0880097,,551003.5313,207776.2194
104900052,5518,벨마트앞,37.55868455,127.0917044,,551021.3329,208102.6528
104900109,5519,신동아아파트,37.54631927,127.1052324,,549650.1865,209299.4721
104900051,5522,마을금고.브레드제과점,37.55763396,127.0892469,,550904.5208,207885.6281
104900049,5523,긴고랑입구,37.558877,127.0886688,,551042.4352,207834.4185
104900048,5527,우리들약국,37.55690148,127.0902851,,550823.3118,207977.4389
104900050,5528,광남고.삼성아파트,37.54194779,127.1014183,,549164.6346,208962.9403
104900047,5531,하나약국,37.55630792,127.0911231,,550757.5052,208051.547
104900046,5533,현대3차아파트,37.54046519,127.0996487,,548999.9168,208806.7245
104900045,5535,기업은행.용마사거리,37.56244604,127.0814331,,551437.9781,207194.7578
104900044,5536,소망슈퍼,37.55488262,127.0931372,,550599.4882,208229.6677
104900043,5537,찬양교회,37.55458053,127.0866536,,550565.412,207656.8031
104900042,5539,송림식당앞,37.53682211,127.07663,,548593.6726,206772.7135
104900041,5540,중곡우체국앞,37.56116374,127.0840578,,551295.862,207426.782
104900040,5541,영화사입구,37.55422855,127.0941176,,550526.9805,208316.3692
104900039,5542,군자역,37.55787481,127.0800823,,550930.523,207075.8445
104900038,5543,강변역.테크노마트앞,37.53639347,127.094859,,548547.5678,208383.8775
104900037,5544,자양중학교앞,37.53469053,127.0759964,,548357.0479,206716.9058
104900036,5545,성안약국,37.55321006,127.0932969,,550413.868,208243.9631
104900104,5547,테크노마트C,37.53662735,127.0942471,,548573.4712,208329.7702
104900035,5549,지영슈퍼,37.55181874,127.0921939,,550259.3519,208146.6505
104900100,5550,구의역,37.53823879,127.0892373,,548751.8894,207886.8231
104900112,5551,국민은행자양지점,37.53198601,127.0792388,,548057.116,207003.7368
104900034,5553,아차산역사거리,37.5510857,127.0916102,,550177.9428,208095.1515
104900033,5554,중곡보건지소,37.55953058,127.0870747,,551114.8432,207693.503
104900102,5555,(구)동양마트앞,37.54155063,127.0900165,,549119.5289,207955.3372
104900031,5556,영동대교입구.성수사거리,37.54239913,127.0643414,,549211.8397,205686.1987
104900030,5558,선화예고앞,37.54948475,127.0900588,,550000.1241,207958.232
104900029,5559,긴고랑입구,37.55873643,127.0886687,,551026.8336,207834.4244
104900032,5560,농협구의역지점앞,37.54029022,127.089723,,548979.614,207929.5321
104900028,5561,화양동현대아파트,37.54398276,127.0652402,,549387.6581,205765.5086
104900114,5562,성자초등학교앞,37.53130001,127.0822557,,547981.2074,207270.4603
104900027,5563,구.신광약국,37.54772999,127.0880988,,549805.2027,207785.215
104900026,5564,벨마트앞,37.55851698,127.0916679,,551002.7315,208099.4459
104900025,5565,구의시장앞,37.54404893,127.0906,,549396.8595,208006.6376
104900024,5566,아남전자,37.54529434,127.0659848,,549533.2736,205831.2094
104900023,5569,대명슈퍼앞,37.55875923,127.0930028,,551029.7342,208217.3663
104900022,5571,화양사거리,37.54619695,127.0664938,,549633.4841,205876.1199
104900116,5572,행운슈퍼앞,37.53295012,127.0870099,,548164.7274,207690.5077
104900090,5573,광진경찰서,37.54159402,127.0837144,,549123.8302,207398.3756
104900021,5574,중앙상회앞,37.56011106,127.0950294,,551179.9505,208396.2772
104900106,5576,한창주택,37.53361444,127.0891357,,548238.6347,207878.3301
104900020,5578,광장중학교앞,37.54679033,127.1024015,,549702.1922,209049.2462
104900099,5579,구의아크로리버앞,37.53529269,127.0921363,,548425.1554,208143.3581
104900019,5580,구의역4번출구,37.53665431,127.0848371,,548575.6715,207498.0904
104900018,5581,장신대앞,37.54753936,127.1052274,,549785.6013,209298.8787
104900097,5582,강변역A,37.53587992,127.0936329,,548490.4614,208275.5684
104900110,5584,워커힐아파트입구,37.54788619,127.1066962,,549824.2416,209428.632
104900103,5585,동서울호텔앞,37.53453492,127.0920686,,548341.0464,208137.4568
104900017,5587,워커힐아파트,37.55000352,127.1075883,,550059.3296,209507.197
104900107,5588,한창주택,37.53371538,127.0891188,,548249.8364,207876.8257
104900016,5589,행운슈퍼앞,37.53306994,127.0870462,,548178.0289,207693.7038
104900015,5591,워커힐아파트입구,37.54797432,127.1065261,,549834.0059,209413.5894
104900014,5594,구의역1번출구,37.53700909,127.0851803,,548615.0752,207528.3876
104900013,5595,장신대앞,37.54763045,127.1051324,,549795.7018,209290.4723
104900115,5596,성자초등학교앞,37.53151966,127.0825683,,548005.61,207298.0692
104900012,5597,광장중학교앞,37.54694794,127.1024889,,549719.6935,209056.9507
104900091,5599,광진경찰서앞,37.54234688,127.0843546,,549207.4391,207454.8793
104900011,5600,한전삼거리,37.54544335,127.0979657,,549552.276,208657.4091
104000236,5665,자양동,37.53553343,127.0679859,,548450.0575,206008.8339
104000237,5666,자양동,37.53534986,127.0675399,,548429.655,205969.4294
104900113,5668,백세약국,37.53218691,127.0792967,,548079.4177,207008.8356
104900010,5670,청구아파트앞,37.5423896,127.0967938,,549213.2394,208554.195
104900127,5671,광장자이아파트,37.54236928,127.0947267,,549210.7981,208371.5164
104900009,5672,구.한성목욕탕,37.54758473,127.088351,,549789.1015,207807.5169
104900007,5677,자양중학교앞,37.53463538,127.0762758,,548350.9469,206741.6054
104900093,5678,구의2동주민센터,37.5486678,127.0896097,,549909.4145,207918.6328
104900006,5679,구의시장앞,37.54413013,127.0904643,,549405.8602,207994.6367
104900005,5680,자양1파출소앞,37.53676516,127.0769071,,548587.3718,206797.2093
104000248,5687,면곡시장,37.57146241,127.081375,,552438.6855,207188.758
104000251,5690,동곡삼거리,37.56378824,127.0780658,,551586.6941,206897.1271
104000255,5694,광진구의회,37.53919695,127.0701166,,548856.8016,206196.8495
104000256,5695,광진구의회,37.53922737,127.0704787,,548860.2018,206228.8491
104000257,5696,건대입구역,37.54338045,127.072093,,549321.2513,206371.1662
104000258,5697,건대입구역,37.54228033,127.0719007,,549199.1383,206354.2652
104000259,5698,세종대학교,37.54986166,127.0755659,,550040.8284,206677.5031
104000260,5699,세종대학교,37.54985505,127.076031,,550040.128,206718.603
104000261,5700,군자역,37.5563636,127.0788605,,550762.7053,206968.0304
104000262,5701,군자역,37.55591202,127.0790604,,550712.6001,206985.7355
104900004,5709,지영슈퍼,37.55177449,127.0923105,,550254.4508,208156.9586
104900098,5710,구동양마트앞,37.54156336,127.0898705,,549120.9295,207942.4328
104900003,5713,성안약국,37.5531415,127.0933919,,550406.267,208252.3651
104900002,5714,그랜드마트앞,37.54031918,127.0895646,,548982.8148,207915.53
104900001,5716,종로약국앞,37.55758796,127.0881059,,550899.3203,207784.817
104900080,5717,영화사입구,37.55408344,127.0941503,,550510.8779,208319.2748
104900079,5718,구의역,37.53827585,127.0890926,,548755.9905,207874.0305
104900078,5720,소망슈퍼,37.55493383,127.0933285,,550605.1887,208246.5654
104900077,5721,테크노마트.광진문화원,37.53702053,127.0961012,,548617.2752,208493.5952
104900076,5723,하나약국,37.55633026,127.0913642,,550760.0053,208072.848
104900075,5724,프라임아파트앞,37.53783797,127.0970324,,548708.0856,208575.8027
104900082,5726,용마사거리,37.56275704,127.0812432,,551472.4809,207177.95
104900074,5727,우리들약국,37.55704379,127.090369,,550839.1137,207984.837
104900073,5728,현대3.5차아파트,37.54077907,127.1003519,,549034.8198,208868.8346
104900072,5731,마을금고앞,37.55773117,127.089393,,550915.3223,207898.5268
104900108,5732,광남고.삼성아파트,37.54234308,127.1017493,,549208.5386,208992.1453
104900071,5733,자양종합복지관앞,37.53244993,127.0753243,,548108.3211,206657.7018
104900070,5735,신성시장입구,37.5586702,127.088063,,551019.4326,207780.9139
104900068,5737,대순진리회앞.구.새마을금고,37.56095484,127.0875677,,551272.9597,207736.9148
104900111,5738,청소년수련관,37.54601272,127.1054323,,549616.1829,209317.1756
104900067,5739,대원외고앞,37.56324484,127.0871413,,551527.0878,207699.0052
104900066,5740,광나루현대아파트,37.54669365,127.1077533,,549691.9905,209522.1985
104900065,5741,중곡4동파출소,37.56541945,127.0867703,,551768.4137,207666.0042
104900064,5742,한강호텔입구,37.54827454,127.1093151,,549867.6096,209660.0114
104900063,5744,워커힐팰리스,37.55001332,127.1096719,,550060.6301,209691.3162
104000281,5745,워커힐호텔,37.5542416,127.1102655,,550529.9801,209743.2201
104900061,5752,아차산역사거리,37.55067193,127.0914351,,550132.0042,208079.7235
104900125,5755,소아청소년진료소,37.56675676,127.0862442,,551916.7967,207619.388
104000300,5900,뚝섬유원지,37.53108178,127.0667913,,547955.9035,205903.6018
104000301,5901,건국대입구,37.54111501,127.0675636,,549069.5177,205971.0644
104900126,5990,광장자이아파트,37.54216725,127.0949109,,549188.3916,208387.8178
104900120,5991,용마초등학교,37.55650937,127.0818137,,550779.1071,207228.958
104900119,5992,한전삼거리,37.54524056,127.0980186,,549529.7736,208662.1075
104900118,5993,청구아파트앞,37.54326056,127.0961816,,549309.8499,208499.9927
104900129,5999,강변역.테크노마트앞,37.53627649,127.0946015,,548534.5615,208361.1321
105000001,6001,답십리역사거리,37.56518709,127.0550605,,551740.5105,204864.5137
105000002,6002,청년회의소,37.56196532,127.0612838,,551383.2722,205414.5663
105000003,6003,장한평역,37.56115106,127.067287,,551293.2617,205945.0277
105000004,6004,신답초등학교.청계한신휴플러스,37.571753,127.044292,,552468.747,203912.7891
105000005,6005,신답초등학교.청계한신휴플러스,37.57175591,127.0447281,,552469.0882,203951.3144
105000006,6006,동대문구청,37.57405775,127.0383261,,552724.3159,203385.6526
105000007,6007,서울시동부병원,37.57392925,127.0309536,,552709.8138,202734.3851
105000008,6008,신설동역.서울풍물시장,37.57442791,127.0257177,,552765.0198,202271.84
105000009,6009,중랑교,37.59169961,127.067704,,554683.8258,205979.4278
105000010,6010,중랑교,37.59136575,127.0669235,,554646.7217,205910.5226
105000011,6011,삼육서울병원,37.58965164,127.0606916,,554456.1008,205360.2591
105000012,6012,삼육서울병원,37.5899573,127.0620677,,554490.1051,205481.7733
105000013,6013,시조사삼거리,37.588707,127.056888,,554351.0462,205024.39
105000014,6014,떡전교사거리.동대문노인복지관,37.58649833,127.0521095,,554105.6639,204602.4854
105000015,6015,청량리역환승센타,37.58040251,127.0454307,,553428.791,204012.9186
105000016,6016,청량리역환승센타,37.58025088,127.0460771,,553411.9896,204070.0237
105000017,6017,동대문구청,37.57345887,127.0399889,,552657.9083,203532.5694
105000447,6018,청량리역환승센터,37.58037178,127.0456685,,553425.3905,204033.9252
105000446,6019,청량리역환승센터,37.58040601,127.0457025,,553429.1911,204036.9266
105000402,6020,청량리역환승센터,37.58072149,127.04544,,553464.1945,204013.7229
105000478,6021,청량리미주아파트.동대문세무서,37.58278,127.048395,,553692.796,204274.6209
105000480,6022,청량리.청과물도매시장,37.57878227,127.0407118,,553248.7718,203596.1735
105000482,6023,제기동역.서울약령시,37.57813901,127.037624,,553177.2636,203323.4491
105000481,6024,제기동역.서울약령시,37.57819559,127.0353336,,553183.4648,203121.1283
105000484,6025,용두동사거리,37.57753206,127.0299882,,553109.6565,202648.9757
105000483,6026,용두동사거리.한국의류시험연구원,37.57714589,127.0283883,,553066.7521,202507.6632
105000486,6027,신설동역,37.57615004,127.0250446,,552956.1403,202212.329
105000485,6028,신설동역,37.5758268,127.0238433,,552920.2367,202106.2206
105000018,6101,신설동역,37.57645359,127.0255837,,552989.8436,202259.9415
105000019,6102,신설동역,37.57624536,127.025947,,552966.7413,202292.0401
105000020,6103,용두동한국의류시험연구원,37.57751877,127.0291142,,553108.1571,202571.7723
105000021,6104,용두로타리한국의류시험연구원,37.57725646,127.029482,,553079.0539,202604.2707
105000022,6105,제기역약령시장,37.57829702,127.0366096,,553194.7655,203233.837
105000023,6106,제기역약령시장,37.57799783,127.0367216,,553161.5627,203243.7433
105000552,6107,신설동역1번출구,37.57663033,127.0233167,,553009.4076,202059.6807
105000028,6112,청량리미주상가앞,37.58189023,127.047678,,553594.0093,204211.34
105000029,6113,서울성심병원,37.58439239,127.0502443,,553871.8387,204437.8697
105000030,6114,서울성심병원,37.58460747,127.0508977,,553895.7412,204495.5688
105000031,6115,시조사,37.58684878,127.0522796,,554144.5682,204617.4875
105000033,6117,휘경동입구,37.58769217,127.0550615,,554238.3154,204863.1382
105000034,6118,삼육서울병원,37.58972833,127.0604992,,554464.6016,205343.2609
105000037,6121,중랑교,37.59114436,127.0664307,,554622.119,205867.0171
105000038,6122,회기시장,37.59120263,127.0566389,,554628.0197,205002.2223
105000039,6123,회기시장,37.59096559,127.0567418,,554601.7164,205011.3261
105000040,6124,경희중고,37.5930907,127.0579053,,554837.6425,205113.9388
105000041,6125,경희중고,37.59334729,127.0583347,,554866.1446,205151.8438
105000042,6126,외대앞,37.59562821,127.0596059,,555119.3718,205263.9495
105000043,6127,외대앞,37.59548126,127.0597678,,555103.071,205278.2577
105000044,6128,이문동우체국,37.59938825,127.061746,,555536.8165,205452.6728
105000045,6129,이문동교회,37.60010172,127.0621282,,555616.0261,205486.3718
105000046,6130,의릉입구,37.60387558,127.061923,,556034.871,205467.9749
105000047,6131,의릉입구,37.60348527,127.0621764,,555991.5656,205490.3795
105000048,6132,한천로쌍용아파트앞,37.59819109,127.0676193,,555404.3023,205971.4286
105000049,6133,한천로쌍용아파트앞,37.59866491,127.067887,,555456.9081,205995.031
105000050,6134,이문동삼익아파트,37.59454856,127.0682139,,555000.06,206024.2311
105000051,6135,이문동삼익아파트,37.59510354,127.0683628,,555061.6661,206037.3362
105000052,6136,동일스위트리버아파트.휘봉고교,37.58779877,127.0677526,,554250.8796,205984.0323
105000053,6137,휘경유수지견인차고지앞,37.58842,127.068577,,554319.8819,206056.7945
105000054,6140,서울준법지원센터.동성빌라,37.58555526,127.0673893,,554001.8522,205952.1236
105000055,6141,서울준법지원센터.동성빌라,37.58567945,127.0676702,,554015.6538,205976.9241
105000056,6142,휘경여중고휘경주공아파트앞,37.58238204,127.0682289,,553649.7144,206026.5367
105000057,6143,휘경여중고휘경주공아파트,37.58215749,127.0685434,,553624.8121,206054.3341
105000058,6144,장안동현대아파트앞,37.57974617,127.0685412,,553357.183,206054.335
105000059,6145,전곡시장앞,37.57723707,127.0677951,,553078.6538,205988.632
105000060,6146,전곡시장앞,37.57704318,127.0680598,,553057.1512,206012.0296
105000061,6147,답십리촬영소.우성그린아파트,37.57435317,127.0669298,,552758.5194,205912.4243
105000062,6148,촬영소사거리,37.57351066,127.0669165,,552665.0096,205911.316
105000063,6149,풍안시장.동답초교,37.57103976,127.065489,,552390.6795,205785.4036
105000064,6150,동답한신동아아파트,37.56974649,127.0642166,,552247.064,205673.0959
105000065,6151,동답한신동아아파트,37.56888162,127.0639045,,552151.0547,205645.5892
105000066,6152,동아.위더스빌아파트,37.56669825,127.062259,,551908.6285,205500.3795
105000067,6153,동아.위더스빌아파트,37.56615891,127.061465,,551848.7219,205430.2713
105000068,6154,하나은행장안동지점,37.56335823,127.0584685,,551537.7103,205165.7317
105000069,6155,장한평,37.56131154,127.0671377,,551311.0637,205931.8238
105000070,6156,청년회의소앞,37.56211026,127.0615307,,551399.3731,205436.3699
105000071,6157,고미술상가,37.56353241,127.0575179,,551556.9905,205081.7338
105000072,6158,답십리역.동부시장,37.56725625,127.0525194,,551970.0345,204639.8829
105000073,6159,신답역앞,37.57084309,127.0470914,,552367.8778,204160.1409
105000074,6160,동대문구청.용두역4번출구,37.57337338,127.0396595,,552648.4076,203503.4746
105000075,6161,용두역,37.573977,127.037268,,552715.316,203292.1857
105000076,6162,용두동,37.57377044,127.0317925,,552692.2124,202808.4979
105000077,6163,동대문우체국.서울풍물시장,37.57475976,127.0245653,,552801.824,202170.0301
105000078,6164,동대문구청.용두역3번출구,37.57553746,127.0383452,,552888.5473,203387.2728
105000079,6165,동대문구청.용신동주민센터,37.57658077,127.0384169,,553004.3453,203393.5592
105000080,6166,동대문구청.용신동주민센터,37.5755032,127.0380031,,552884.7325,203357.0545
105000081,6167,경동시장앞,37.58199892,127.0387559,,553605.7101,203423.2567
105000082,6168,제기동주민센터.서울약령시앞,37.58192515,127.0383947,,553597.5094,203391.3557
105000083,6169,경동시장,37.57996441,127.0382839,,553379.8856,203381.6576
105000084,6170,홍파초등학교,37.585531,127.038639,,553997.7265,203412.7698
105000085,6171,홍파초등학교,37.58559711,127.0383377,,554005.0531,203386.1547
105000086,6172,제기동한신아파트앞,37.587603,127.037888,,554227.668,203346.3454
105000087,6173,고려대역.고대앞삼거리,37.5893984,127.0367611,,554426.8976,203246.7373
105000088,6174,고려대역.고대앞삼거리,37.58874785,127.0366498,,554354.6901,203236.9355
105000089,6175,고려대학교앞,37.58814739,127.0347744,,554287.9828,203071.3235
105000090,6176,우신향병원,37.58554755,127.0322934,,553999.3518,202852.2973
105000091,6177,안암오거리,37.58240245,127.0300038,,553650.2144,202650.1811
105000092,6178,대광고등학교앞,37.57977772,127.0255621,,553358.7834,202257.9331
105000093,6179,종암초등학교앞,37.58161861,127.0295992,,553563.2058,202614.4709
105000094,6180,용두시장앞,37.57911159,127.0303342,,553284.976,202679.4827
105000095,6181,용두시장앞,37.579035,127.030161,,553276.4704,202664.1863
105000096,6182,서울시동부병원,37.57589647,127.0304302,,552928.1374,202688.0781
105000097,6183,서울시동부병원,37.57619016,127.0306953,,552960.7412,202711.4853
105000098,6184,동아제약앞,37.57259937,127.0304425,,552562.1977,202689.2832
105000099,6185,동아제약앞,37.57271644,127.0307312,,552575.1994,202714.7827
105000100,6186,떡전교앞,37.58490404,127.0526949,,553928.7446,204654.2891
105000101,6187,떡전교앞,37.58461845,127.0525769,,553897.0415,204643.8845
105000102,6188,서울시립대입구,37.58300573,127.0540557,,553718.1221,204774.6033
105000103,6189,서울시립대학교앞,37.58268049,127.0539399,,553682.0183,204764.3957
105000104,6190,서울시동부교육지원청.해성국제컨벤션고교,37.5789197,127.0570078,,553264.7736,205035.6301
105000105,6191,전농로터리시장.동부교육지원청,37.578817,127.05676,,553253.3618,205013.7482
105000106,6192,전농우체국앞,37.576367,127.057575,,552981.4838,205085.9058
105000107,6193,전농우체국앞,37.57636379,127.0578629,,552981.1431,205111.3377
105000108,6194,청솔우성아파트.답십리시장,37.57370928,127.057648,,552686.5114,205092.5352
105000109,6195,청솔우성아파트.답십리시장,37.57411129,127.057389,,552731.1159,205069.6283
105000110,6196,답십리2동시온교회앞,37.57059613,127.0573999,,552340.9745,205070.8295
105000111,6197,답십리1동희망샘교회앞,37.57052419,127.0571055,,552332.9741,205044.8265
105000112,6198,답십리초등학교.현대시장,37.56838134,127.0572001,,552095.1478,205053.3284
105000113,6199,답십리초등학교앞,37.56862657,127.0569309,,552122.351,205029.5295
105000114,6200,답십리역사거리,37.56550601,127.0552011,,551775.9141,204876.9147
105000115,6201,황물로사거리,37.56654189,127.055992,,551890.926,204946.7208
105000116,6202,답십리1동주민센터.래미안위브,37.57236701,127.0510037,,552537.1957,204505.6689
105000117,6203,답십리1동주민센터.래미안위브,37.57221458,127.0513263,,552520.2932,204534.1766
105000118,6204,동대문중학교,37.57485016,127.0536094,,552812.9247,204735.6993
105000119,6205,동대문중학교,37.5741763,127.0532772,,552738.1174,204706.3961
105000120,6206,전농래미안크레시티아파트,37.57630176,127.0556868,,552974.1423,204919.1153
105000121,6207,대한노인회동대문구지회,37.57605032,127.0557704,,552946.2398,204926.5167
105000122,6208,전농사거리,37.57778598,127.0591388,,553139.06,205223.9454
105000123,6209,전농사거리,37.57756336,127.0592406,,553114.3574,205232.9534
105000124,6210,배봉초등학교.전농우성아파트,37.57869532,127.0672948,,553240.4711,205944.3224
105000125,6211,배봉초등학교.전농우성아파트,37.57844024,127.0674157,,553212.1678,205955.0221
105000126,6212,장안2동주민센터,37.57884038,127.070404,,553256.7724,206218.954
105000127,6213,장안2동주민센터,37.57860792,127.0703732,,553230.9699,206216.2527
105000128,6214,장안교앞,37.57961845,127.0741173,,553343.3815,206546.8906
105000129,6215,장안교은석초등학교,37.57965754,127.075014,,553347.7829,206626.0939
105000130,6216,청량리역6번출구,37.57856332,127.0432048,,553224.5692,203816.3975
105000131,6217,청량리역6번출구,37.57807392,127.0434887,,553170.263,203841.5003
105000132,6218,롯데캐슬노블레스,37.57555526,127.0484717,,552890.9362,204281.8093
105000133,6219,전농시장앞,37.57608472,127.0471184,,552949.6393,204162.2344
105000134,6220,래미안크레시티.답십리도서관,37.57456175,127.050244,,552780.7502,204438.4267
105000135,6221,동대문구답십리도서관앞,37.57378705,127.051187,,552694.8125,204521.7757
105000136,6222,답십리래미안위브아파트,37.57269783,127.0547603,,552574.0996,204837.5057
